mode,load,0_mobilenet_v2-16,1_resnet152-32,2_squeezenet1_0-8
mps-uncap,0.8,181.06838941574082,542.7004003524779,78.4469223022461
mps-uncap,0.9,283.50379467010487,2388.860263824463,2389.4652128219614
mps-uncap,1.0,4344.766936302185,9377.497768402101,8851.022100448608
mps-uncap,0.5,31.003551483154354,131.4184665679932,19.633972644805883
mps-uncap,0.6,41.17973804473877,185.39873123168942,23.762459754943848
mps-uncap,0.7,57.38451957702641,214.4459128379822,30.86970567703248
mps-uncap,0.1,18.950264453887943,68.47389936447149,8.684720993041985
mps-uncap,0.2,20.212597846984846,63.32236289978026,10.400581359863278
mps-uncap,0.3,23.926424980163546,84.79423522949219,14.03882741928099
mps-uncap,0.4,25.034489631652832,111.6607093811032,18.38766336441038
