mode,load,0_mobilenet_v2-16,1_resnet152-32,2_squeezenet1_0-8
mps-uncap,0.8,1420.0367909967158,604.7414012763383,1058.892498814756
mps-uncap,0.9,1559.0044388333222,657.2582244826766,1166.9133502263026
mps-uncap,1.0,1626.3029896125615,650.9283717379462,1136.6381342432167
mps-uncap,0.5,858.435839969789,352.03603884339935,659.4794923683173
mps-uncap,0.6,1053.2454824903232,435.227656460338,794.9744148167903
mps-uncap,0.7,1182.3589696825231,520.6588419627597,939.5087637172137
mps-uncap,0.1,175.9596270202694,74.70134410732956,142.37566871537084
mps-uncap,0.2,327.44357727909335,135.59277006039585,262.0998297443736
mps-uncap,0.3,508.9115264682975,213.48578720730194,383.1980305930454
mps-uncap,0.4,698.9577217288061,287.93877239961114,532.3374882255672
