mode,load,0_mobilenet_v2-16,1_resnet152-32,2_squeezenet1_0-8
mps-uncap,0.8,19.866228103637695,53.22074890136719,13.376474380493164
mps-uncap,0.9,17.185449600219727,51.0106086730957,12.633085250854492
mps-uncap,1.0,18.062353134155273,50.68826675415039,12.009620666503906
mps-uncap,0.5,19.35601234436035,47.271013259887695,15.225887298583984
mps-uncap,0.6,18.807649612426758,50.702810287475586,14.444112777709961
mps-uncap,0.7,18.845558166503906,52.49595642089844,14.320850372314453
mps-uncap,0.1,17.182350158691406,49.83019828796387,13.977527618408203
mps-uncap,0.2,16.865253448486328,40.18998146057129,13.714790344238281
mps-uncap,0.3,17.992019653320312,49.981117248535156,13.955116271972656
mps-uncap,0.4,18.547534942626953,47.905921936035156,14.636754989624023
