mode,load,0_efficientnet_b6-32,1_resnet50-16,2_vgg16-4
mps-uncap,0.8,74.76973533630371,29.259443283081055,15.304803848266602
mps-uncap,0.9,74.40519332885742,30.384540557861328,14.942646026611328
mps-uncap,1.0,72.69024848937988,30.42316436767578,16.034841537475586
mps-uncap,0.5,67.16322898864746,28.492212295532227,14.456033706665039
mps-uncap,0.6,72.16238975524902,28.954029083251953,14.65296745300293
mps-uncap,0.7,69.56982612609863,29.474258422851562,15.424489974975586
mps-uncap,0.1,45.16124725341797,24.44601058959961,13.714790344238281
mps-uncap,0.2,51.66053771972656,26.195287704467773,14.112234115600586
mps-uncap,0.3,54.15987968444824,26.898860931396484,14.261484146118164
mps-uncap,0.4,64.41950798034668,26.7791748046875,13.941049575805664
