mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,14.960384368896488,82.70697593688966,233.88123512268066
mps-uncap,0.9,25.851488113403313,197.60513305664062,468.12713146209717
mps-uncap,1.0,64.09876346588136,871.2394714355469,3137.070655822754
mps-uncap,0.5,6.45914077758789,40.881109237670906,93.55392456054689
mps-uncap,0.6,9.227180480957033,48.69484901428223,101.80001258850098
mps-uncap,0.7,10.906648635864263,63.71519565582276,136.09921932220462
mps-uncap,0.1,2.786350250244141,26.540756225585938,39.01472091674804
mps-uncap,0.2,3.9579391479492188,30.240178108215336,59.339475631713874
mps-uncap,0.3,4.788494110107422,33.42027664184571,63.4922981262207
mps-uncap,0.4,5.445003509521484,36.285066604614265,71.55430316925049
