mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,0.00858306884765625,0.012159347534179688,0.014066696166992188
mps-uncap,0.9,0.00858306884765625,0.012874603271484375,0.01621246337890625
mps-uncap,1.0,0.008344650268554688,0.017881393432617188,0.026226043701171875
mps-uncap,0.5,0.00858306884765625,0.012636184692382812,0.01430511474609375
mps-uncap,0.6,0.010013580322265625,0.012159347534179688,0.014781951904296875
mps-uncap,0.7,0.00858306884765625,0.012159347534179688,0.014543533325195312
mps-uncap,0.1,0.011205673217773438,0.02574920654296875,0.023365020751953125
mps-uncap,0.2,0.010967254638671875,0.011444091796875,0.022172927856445312
mps-uncap,0.3,0.010251998901367188,0.014781951904296875,0.014781951904296875
mps-uncap,0.4,0.0095367431640625,0.012874603271484375,0.014543533325195312
