mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,5.048894882202149,43.5847282409668,52.07014083862305
mps-uncap,0.9,5.2074432373046875,46.01278305053711,54.17966842651367
mps-uncap,1.0,5.241155624389648,47.52974510192871,54.914236068725586
mps-uncap,0.5,4.459476470947265,35.94846725463867,45.697641372680664
mps-uncap,0.6,5.001497268676759,37.628173828125,47.44517803192139
mps-uncap,0.7,4.981756210327148,40.166521072387695,50.03249645233154
mps-uncap,0.1,2.3268938064575195,24.21283721923828,38.085269927978516
mps-uncap,0.2,3.137922286987307,28.533697128295902,40.07444381713867
mps-uncap,0.3,3.970909118652343,29.648113250732436,42.10829734802246
mps-uncap,0.4,4.22806739807129,33.50110054016114,43.827056884765625
