mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,2.1753311157226562,9.938716888427734,36.966562271118164
mps-uncap,0.9,2.175569534301758,10.154247283935547,37.58502006530762
mps-uncap,1.0,2.1986961364746094,10.743141174316406,36.16523742675781
mps-uncap,0.5,2.1734237670898438,9.965658187866211,35.75634956359863
mps-uncap,0.6,2.1736621856689453,10.073184967041016,35.80069541931152
mps-uncap,0.7,2.1719932556152344,9.96708869934082,35.787105560302734
mps-uncap,0.1,2.1822452545166016,10.720014572143555,35.78805923461914
mps-uncap,0.2,2.178192138671875,9.815454483032227,35.79354286193848
mps-uncap,0.3,2.178192138671875,10.112524032592773,35.762786865234375
mps-uncap,0.4,2.179384231567383,9.779214859008789,35.744667053222656
