mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,3.163576126098633,31.54146671295166,47.34659194946289
mps-uncap,0.9,3.538966178894043,39.235591888427734,50.35126209259033
mps-uncap,1.0,3.7239789962768555,43.86019706726074,53.87759208679199
mps-uncap,0.5,2.2614002227783203,17.726898193359375,41.50593280792236
mps-uncap,0.6,2.3877620697021484,17.777204513549805,43.16079616546631
mps-uncap,0.7,3.046751022338867,25.164365768432617,44.77357864379883
mps-uncap,0.1,2.267122268676758,23.86164665222168,36.91911697387695
mps-uncap,0.2,2.25067138671875,21.44026756286621,37.94407844543457
mps-uncap,0.3,2.25067138671875,18.619298934936523,38.918495178222656
mps-uncap,0.4,2.2552013397216797,17.618417739868164,40.149688720703125
