mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,38.41567039489746,168.97130012512207,523.3056545257568
mps-uncap,0.9,70.54805755615234,389.1916275024414,754.2867660522461
mps-uncap,1.0,163.02990913391113,1201.55668258667,3457.045793533325
mps-uncap,0.5,18.561124801635742,64.98003005981445,148.32091331481934
mps-uncap,0.6,23.21171760559082,83.48202705383301,179.26359176635742
mps-uncap,0.7,34.28936004638672,138.91220092773438,255.12957572937012
mps-uncap,0.1,5.772829055786133,20.95961570739746,32.155513763427734
mps-uncap,0.2,5.851507186889648,16.96300506591797,78.33361625671387
mps-uncap,0.3,13.895034790039062,39.46709632873535,70.71161270141602
mps-uncap,0.4,13.924598693847656,39.569854736328125,82.00597763061523
