mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,5.967569351196288,48.08279752731323,54.06665802001953
mps-uncap,0.9,6.094996929168701,48.105897903442376,55.06051778793335
mps-uncap,1.0,6.101422309875488,48.59728813171387,55.45649528503418
mps-uncap,0.5,5.754399299621581,41.382765769958496,49.97038602828978
mps-uncap,0.6,6.018319129943848,43.56594085693359,50.43223857879638
mps-uncap,0.7,5.870342254638672,45.373358726501465,52.99927473068237
mps-uncap,0.1,5.360894203186027,32.21445083618163,39.22203540802002
mps-uncap,0.2,5.555076599121095,36.4931321144104,42.40969181060791
mps-uncap,0.3,5.677533149719238,37.31901168823243,44.70705986022949
mps-uncap,0.4,5.7477521896362305,39.96107578277588,46.54511213302612
