mode,load,0_alexnet-32,1_densenet169-2,2_efficientnet_b6-32
mps-uncap,0.8,26.684312820434563,97.1328806877136,420.3773498535156
mps-uncap,0.9,48.62644910812379,312.7428340911865,664.7891879081725
mps-uncap,1.0,125.98953962326057,1079.7692012786863,3392.712354660034
mps-uncap,0.5,9.257760047912587,37.19072818756102,111.71988964080762
mps-uncap,0.6,13.50281238555908,59.07063484191888,105.04292011260983
mps-uncap,0.7,17.140531539916992,84.27015781402586,192.22925186157224
mps-uncap,0.1,1.851794719696045,18.88394355773923,30.876469612121582
mps-uncap,0.2,3.0432796478271507,15.244581699371338,58.1964206695557
mps-uncap,0.3,5.305643081665038,26.661758422851623,40.96746444702149
mps-uncap,0.4,6.64341926574707,31.68835163116456,67.97550916671754
