mode,load,0_inception_v3-2,1_mobilenet_v3_large-4,2_squeezenet1_1-32
mps-uncap,0.8,39.126038551330566,31.800031661987305,17.77935028076172
mps-uncap,0.9,964.7350311279297,672.4797487258911,322.60847091674805
mps-uncap,1.0,4023.0331420898438,3812.917947769165,4148.4534740448
mps-uncap,0.5,10.817289352416992,7.128477096557617,7.057905197143555
mps-uncap,0.6,14.673709869384766,9.383916854858398,7.6084136962890625
mps-uncap,0.7,20.371317863464355,13.472795486450195,10.12730598449707
mps-uncap,0.1,17.80533790588379,10.767459869384766,6.538033485412598
mps-uncap,0.2,14.567971229553223,8.938193321228027,6.423354148864746
mps-uncap,0.3,11.257171630859375,6.84809684753418,6.368875503540039
mps-uncap,0.4,11.145353317260742,6.568789482116699,6.415843963623047
