mode,load,0_inception_v3-2,1_mobilenet_v3_large-4,2_squeezenet1_1-32
mps-uncap,0.8,12.917041778564453,7.661104202270508,8.308649063110352
mps-uncap,0.9,12.566328048706055,7.80487060546875,8.030176162719727
mps-uncap,1.0,12.533426284790039,8.29625129699707,7.812738418579102
mps-uncap,0.5,13.322591781616211,8.530855178833008,8.942127227783203
mps-uncap,0.6,13.19742202758789,8.409976959228516,8.558273315429688
mps-uncap,0.7,13.635396957397461,8.337259292602539,8.467912673950195
mps-uncap,0.1,23.464441299438477,14.134407043457031,11.754274368286133
mps-uncap,0.2,21.75760269165039,11.693239212036133,12.261152267456055
mps-uncap,0.3,17.634868621826172,11.803150177001953,10.715007781982422
mps-uncap,0.4,16.10112190246582,12.238502502441406,12.380361557006836
