mode,load,0_inception_v3-2,1_mobilenet_v3_large-4,2_squeezenet1_1-32
mps-uncap,0.8,162.661225795746,126.88953876495363,75.52010774612434
mps-uncap,0.9,1486.0074019432066,887.6476168632506,600.9881210327147
mps-uncap,1.0,7916.575536727905,7033.418490886688,7847.403526306152
mps-uncap,0.5,41.708402633666985,27.66737937927242,24.926395416259762
mps-uncap,0.6,53.43717575073242,41.35264396667479,29.903018474578843
mps-uncap,0.7,87.3012661933899,60.24488925933839,50.014600753784116
mps-uncap,0.1,36.26718521118165,23.511099815368652,14.421916007995602
mps-uncap,0.2,34.27734136581421,24.756557941436757,15.589582920074443
mps-uncap,0.3,31.500349044799787,20.35999298095705,18.871750831604007
mps-uncap,0.4,35.43052434921264,23.67553949356079,21.128759384155273
