mode,load,0_inception_v3-2,1_mobilenet_v3_large-4,2_squeezenet1_1-32
mps-uncap,0.8,29.438018798828125,26.757001876831055,12.939810752868652
mps-uncap,0.9,955.0135135650635,667.6293611526489,317.74401664733887
mps-uncap,1.0,4013.066291809082,3808.017134666443,4143.491268157959
mps-uncap,0.5,0.9104013442993164,1.9490718841552734,1.4526844024658203
mps-uncap,0.6,5.240917205810547,4.265785217285156,2.741217613220215
mps-uncap,0.7,10.73145866394043,8.359670639038086,5.270242691040039
mps-uncap,0.1,0.03170967102050781,0.02956390380859375,0.030279159545898438
mps-uncap,0.2,0.030040740966796875,0.02849102020263672,0.026226043701171875
mps-uncap,0.3,0.024557113647460938,0.02193450927734375,0.021696090698242188
mps-uncap,0.4,0.029087066650390625,0.35703182220458984,0.027179718017578125
