mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,152.59027481079102,82.09800720214844,148.23226928710943
mps-uncap,0.9,303.25727462768566,592.7882432937622,1196.6782093048096
mps-uncap,1.0,2570.7531690597534,6598.378658294678,6255.588436126709
mps-uncap,0.5,28.829622268676744,12.136220932006836,24.575924873352054
mps-uncap,0.6,38.11788558959961,19.43762302398681,39.45002555847167
mps-uncap,0.7,64.19906616210938,36.80338859558111,71.04902267456055
mps-uncap,0.1,0.050258636474609375,0.057649612426757785,0.052428245544433594
mps-uncap,0.2,2.1877288818359375,2.4357557296752983,7.119941711425786
mps-uncap,0.3,7.162332534790039,6.537914276123047,12.231826782226562
mps-uncap,0.4,17.894649505615234,8.169054985046387,15.93003273010254
