mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,52.22888946533203,27.616882324218725,31.3179874420166
mps-uncap,0.9,51.25359535217285,27.054245471954346,30.340833663940433
mps-uncap,1.0,51.85436010360718,27.242615222930908,29.940862655639613
mps-uncap,0.5,51.40557527542114,25.25768280029297,30.44971942901611
mps-uncap,0.6,50.28858184814454,27.217631340026866,30.86063385009764
mps-uncap,0.7,51.52722358703613,27.41583347320556,30.56528091430664
mps-uncap,0.1,41.6213369369507,20.446782112121607,27.67884731292724
mps-uncap,0.2,43.21631193161011,19.800014495849585,28.84835243225093
mps-uncap,0.3,46.15378379821771,22.25289344787598,29.50057983398437
mps-uncap,0.4,49.559078216552734,24.590191841125485,29.781131744384762
