mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,195.09825706481934,99.13039207458496,172.04303741455087
mps-uncap,0.9,349.94752407073986,612.0384454727174,1224.326992034912
mps-uncap,1.0,2619.016790390015,6620.5079317092905,6280.621147155763
mps-uncap,0.5,62.408804893493645,25.93231201171875,43.70927810668945
mps-uncap,0.6,73.49228858947754,34.1580867767334,59.949159622192376
mps-uncap,0.7,107.40356445312501,52.6676177978516,92.4065113067627
mps-uncap,0.1,31.06999397277832,15.507173538208,20.916342735290527
mps-uncap,0.2,35.376787185668945,17.40896701812744,25.38585662841797
mps-uncap,0.3,40.56525230407715,18.74103546142578,29.450416564941406
mps-uncap,0.4,47.45659828186035,21.07596397399903,34.68570709228518
