mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,49.54209327697754,23.206710815429688,27.78863906860352
mps-uncap,0.9,49.898529052734375,24.15778636932373,28.02414894104004
mps-uncap,1.0,50.51107406616212,25.08690357208252,28.420972824096683
mps-uncap,0.5,45.00386714935303,17.98224449157715,24.355292320251465
mps-uncap,0.6,45.01926898956299,19.514870643615723,25.241708755493164
mps-uncap,0.7,47.638654708862305,21.60124778747559,26.795816421508796
mps-uncap,0.1,30.072569847106934,12.065601348876953,19.667911529541016
mps-uncap,0.2,31.383991241455078,13.908386230468752,20.31183242797852
mps-uncap,0.3,37.11295127868652,15.53945541381836,21.78013324737549
mps-uncap,0.4,39.72921371459962,16.80803298950196,22.8302001953125
