mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,17.075538635253906,5.407094955444336,12.881994247436523
mps-uncap,0.9,24.211883544921875,5.889415740966797,13.095855712890625
mps-uncap,1.0,32.54199028015137,5.327939987182617,16.52669906616211
mps-uncap,0.5,16.76774024963379,5.380153656005859,12.797355651855469
mps-uncap,0.6,16.771554946899414,5.393743515014648,12.83121109008789
mps-uncap,0.7,16.984224319458008,5.402565002441406,12.843608856201172
mps-uncap,0.1,16.892433166503906,7.524251937866211,12.868165969848633
mps-uncap,0.2,16.683578491210938,5.411386489868164,12.781620025634766
mps-uncap,0.3,16.79372787475586,5.393743515014648,12.822389602661133
mps-uncap,0.4,16.76154136657715,5.209922790527344,12.755632400512695
