mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,275.063591003418,221.54421806335424,348.23750972747825
mps-uncap,0.9,406.01614475250244,749.5867443084718,1829.3332386016846
mps-uncap,1.0,2917.183196544647,7488.914518356323,7410.304269790649
mps-uncap,0.5,74.58600282669063,42.27194786071779,63.263900279998495
mps-uncap,0.6,74.71961975097658,49.19163942337039,103.4007406234741
mps-uncap,0.7,137.47255325317388,77.38988399505612,146.355299949646
mps-uncap,0.1,18.22357177734379,16.450085639953627,15.138301849365234
mps-uncap,0.2,28.045499324798573,12.433249950408932,19.135899543762207
mps-uncap,0.3,27.861499786376864,14.477891921997072,29.75760698318471
mps-uncap,0.4,39.98861312866215,23.46043348312378,44.238705635070694
