mode,load,0_densenet121-32,1_mobilenet_v3_large-32,2_resnet50-32
mps-uncap,0.8,54.248809814453125,30.90810775756836,33.962249755859375
mps-uncap,0.9,52.19125747680664,30.593395233154297,33.710479736328125
mps-uncap,1.0,52.310943603515625,30.329227447509766,33.344268798828125
mps-uncap,0.5,56.472063064575195,29.095888137817383,33.59103202819824
mps-uncap,0.6,52.25229263305664,30.874013900756836,34.165382385253906
mps-uncap,0.7,53.54022979736328,30.903100967407227,33.51545333862305
mps-uncap,0.1,53.21145057678223,29.46329116821289,33.54620933532715
mps-uncap,0.2,47.159671783447266,28.95379066467285,32.13381767272949
mps-uncap,0.3,54.59475517272949,28.73706817626953,33.420562744140625
mps-uncap,0.4,53.78532409667969,29.317617416381836,33.094167709350586
