mode,load,0_densenet201-32,1_mobilenet_v2-4,2_resnet34-16
mps-uncap,0.6,50.34589767456055,12.313127517700195,17.42076873779297
mig,0.6,56.227922439575195,16.70384407043457,25.59661865234375
mps-uncap,0.7,49.2253303527832,15.405416488647461,18.57471466064453
mig,0.7,55.779218673706055,15.677213668823242,25.620222091674805
mps-uncap,0.8,47.15609550476074,13.08298110961914,20.04075050354004
mig,0.8,65.50788879394531,15.997886657714844,17.10820198059082
mps-uncap,0.9,52.90865898132324,12.546062469482422,18.68295669555664
mig,0.9,66.66421890258789,10.669231414794922,27.926206588745117
mps-uncap,1.0,50.560951232910156,15.291213989257812,17.34161376953125
mig,1.0,62.408447265625,15.056848526000977,23.74100685119629
mps-uncap,1.1,51.40995979309082,13.781309127807617,19.954204559326172
mig,1.1,60.057878494262695,9.911775588989258,20.10345458984375
mps-uncap,1.2,57.05070495605469,15.119791030883789,20.771503448486328
mig,1.2,61.00058555603027,13.240575790405273,22.72772789001465
mps-uncap,1.3,55.72104454040527,19.440650939941406,22.237062454223633
mig,1.3,59.15379524230957,11.508703231811523,17.647981643676758
