mode,load,0_densenet201-32,1_mobilenet_v2-4,2_resnet34-16
mps-uncap,0.6,43.00332069396973,5.990266799926758,10.170531272888182
mig,0.6,53.52439880371094,4.460430145263672,13.214826583862305
mps-uncap,0.7,44.48843002319336,5.7341814041137695,11.670136451721191
mig,0.7,53.432655334472656,4.347562789916992,13.171815872192385
mps-uncap,0.8,43.16580295562744,6.518220901489258,12.127256393432617
mig,0.8,53.49318981170654,4.284143447875977,13.088130950927734
mps-uncap,0.9,46.504759788513184,6.213665008544925,12.416744232177736
mig,0.9,53.51614952087402,4.227876663208008,12.827777862548828
mps-uncap,1.0,46.95229530334473,7.207274436950684,11.513710021972656
mig,1.0,53.572940826416016,4.178905487060548,12.750816345214844
mps-uncap,1.1,47.09916114807129,6.964254379272461,12.579989433288574
mig,1.1,53.15704345703125,4.153251647949219,12.540006637573244
mps-uncap,1.2,47.22607135772705,7.171058654785156,12.62962818145752
mig,1.2,52.09231376647949,4.12440299987793,12.386798858642578
mps-uncap,1.3,47.59101867675781,8.883190155029293,13.277530670166016
mig,1.3,53.466224670410156,4.2572021484375,12.500286102294922
