mode,load,0_densenet201-32,1_mobilenet_v2-4,2_resnet34-16
mps-uncap,0.6,131.3362717628474,29.8391342163086,27.842683792114336
mig,0.6,340.7995748519899,22.51821517944336,70.56765556335448
mps-uncap,0.7,161.39295578002907,56.44594430923461,38.439984321594196
mig,0.7,333.0475330352787,32.70569801330566,94.52761173248295
mps-uncap,0.8,211.11296892166138,235.86944341659552,52.28344917297365
mig,0.8,527.6348066329954,54.344882965087855,126.54696941375765
mps-uncap,0.9,379.3346309661866,5354.93269443512,63.0139636993408
mig,0.9,520.6838607788088,84.88964796066284,189.81284618377654
mps-uncap,1.0,603.1142568588257,17559.05889749527,67.18367338180542
mig,1.0,2380.9898138046265,311.88298225402826,569.7473526000977
mps-uncap,1.1,1535.3682422637937,25677.32636451721,159.42396163940427
mig,1.1,8517.702329158783,8429.079961776733,7603.376026153564
mps-uncap,1.2,8647.595930099485,31429.547429084778,807.5261592865004
mig,1.2,14659.721946716309,13100.11156797409,16161.662273406982
mps-uncap,1.3,15148.127954006195,42041.1524105072,566.9736862182617
mig,1.3,22185.19090652466,22009.791746139526,21154.74762916565
