mode,load,0_densenet201-32,1_mobilenet_v2-4,2_resnet34-16
mps-uncap,0.6,188.64822387695312,45.52340507507324,52.155256271362305
mig,0.6,518.0037021636963,35.242319107055664,99.95508193969727
mps-uncap,0.7,239.6998405456543,94.87414360046387,78.37510108947754
mig,0.7,417.2639846801758,46.94008827209473,138.52429389953613
mps-uncap,0.8,292.8662300109863,263.51380348205566,79.05912399291992
mig,0.8,629.0907859802246,74.74470138549805,189.68534469604492
mps-uncap,0.9,579.500675201416,5418.729782104492,97.65291213989258
mig,0.9,591.7510986328125,108.46757888793945,236.50264739990234
mps-uncap,1.0,670.6149578094482,17706.652402877808,129.73618507385254
mig,1.0,2504.227638244629,342.4568176269531,700.2928256988525
mps-uncap,1.1,1717.4584865570068,25967.812061309814,225.62193870544434
mig,1.1,8696.455478668213,8470.60513496399,7729.736328125
mps-uncap,1.2,8817.10934638977,31744.039058685303,916.1176681518555
mig,1.2,14768.749475479126,13159.19542312622,16491.252422332764
mps-uncap,1.3,15248.081922531128,42501.816749572754,642.9715156555176
mig,1.3,22419.46268081665,22257.40146636963,21374.801635742188
