mode,load,0_densenet201-32,1_mobilenet_v2-4,2_resnet34-16
mps-uncap,0.6,46.321916580200174,9.810400009155291,14.446477890014652
mig,0.6,54.71524953842163,5.064048767089845,14.716672897338865
mps-uncap,0.7,47.38604545593259,9.256589412689209,15.588986873626705
mig,0.7,54.646522998809814,4.822282791137695,14.740738868713379
mps-uncap,0.8,45.3082275390625,10.430729389190676,15.092816352844238
mig,0.8,54.91869926452637,4.63414192199707,14.571762084960941
mps-uncap,0.9,48.799755573272705,9.697451591491703,15.294265747070282
mig,0.9,54.937171936035156,4.560296535491943,14.626514911651608
mps-uncap,1.0,48.55508327484131,10.84455251693727,13.90761137008667
mig,1.0,55.231099128723145,4.478178024291991,14.473104476928711
mps-uncap,1.1,48.94481658935546,10.246076583862303,14.970951080322259
mig,1.1,54.954822063446045,4.399452209472656,14.047079086303707
mps-uncap,1.2,47.90506362915039,10.24294853210449,14.68520164489747
mig,1.2,54.07447814941406,4.290101528167723,13.320674896240234
mps-uncap,1.3,48.22052001953125,10.925588607788088,14.14799690246582
mig,1.3,55.194828510284424,4.543848037719727,14.23516273498534
