mode,load,0_densenet201-32,1_mobilenet_v2-4,2_resnet34-16
mps-uncap,0.6,93.52831840515135,24.964857101440447,19.07773971557619
mig,0.6,287.3050045967104,18.464622497558597,58.31916332244873
mps-uncap,0.7,118.47196578979406,51.620507240295396,28.577730655670127
mig,0.7,282.2518968582158,28.57354164123535,82.70007133483897
mps-uncap,0.8,168.90852928161624,230.69851636886608,42.63360500335694
mig,0.8,476.64051532745333,50.16746520996093,114.2562198638919
mps-uncap,0.9,339.1363501548769,5350.743546485902,53.78005743026732
mig,0.9,468.6922073364259,80.80842733383179,177.65498399734466
mps-uncap,1.0,562.4379110336304,17554.095828533173,56.9348931312561
mig,1.0,2329.4304275512695,307.7173519134521,556.5081214904784
mps-uncap,1.1,1489.7664642333982,25672.534508705136,149.56976175308222
mig,1.1,8466.374611854553,8425.023832321167,7591.390066146851
mps-uncap,1.2,8602.89840698242,31424.71664905548,796.4920282363893
mig,1.2,14608.391094207764,13096.062359809875,16149.613218307497
mps-uncap,1.3,15100.878584384918,42036.539821624756,557.9833984375
mig,1.3,22134.17951822281,22005.55438041687,21142.58608818054
