mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,10.949134826660156,1.7502307891845703,2.3691654205322266
mps-uncap,0.9,11.285781860351562,1.7507076263427734,2.4030208587646484
mps-uncap,1.0,11.759042739868164,1.7588138580322266,2.3708343505859375
mps-uncap,0.5,10.892629623413086,1.7275810241699219,2.3467540740966797
mps-uncap,0.6,10.767698287963867,1.7364025115966797,2.3386478424072266
mps-uncap,0.7,10.789871215820312,1.7330646514892578,2.353668212890625
mps-uncap,0.1,11.055946350097656,1.886129379272461,2.498149871826172
mps-uncap,0.2,10.750055313110352,1.7490386962890625,2.351522445678711
mps-uncap,0.3,10.697364807128906,1.7321109771728516,2.354860305786133
mps-uncap,0.4,10.725736618041992,1.7247200012207031,2.3386478424072266
