mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,0.010251998901367188,0.01049041748046875,0.009775161743164062
mps-uncap,0.9,0.011444091796875,0.01049041748046875,0.011682510375976562
mps-uncap,1.0,0.011205673217773438,0.010728836059570312,0.01239776611328125
mps-uncap,0.5,0.010728836059570312,0.009298324584960938,0.010967254638671875
mps-uncap,0.6,0.0095367431640625,0.01049041748046875,0.010251998901367188
mps-uncap,0.7,0.010967254638671875,0.01049041748046875,0.0095367431640625
mps-uncap,0.1,0.013113021850585938,0.013589859008789062,0.015020370483398438
mps-uncap,0.2,0.011682510375976562,0.013589859008789062,0.013589859008789062
mps-uncap,0.3,0.010728836059570312,0.013113021850585938,0.01239776611328125
mps-uncap,0.4,0.010728836059570312,0.010728836059570312,0.011444091796875
