mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,13.693571090698242,7.557392120361328,12.370467185974121
mps-uncap,0.9,14.430999755859375,11.729240417480469,14.293432235717773
mps-uncap,1.0,14.635205268859863,9.892702102661133,14.557600021362305
mps-uncap,0.5,12.420654296875,2.712726593017578,3.4055709838867188
mps-uncap,0.6,12.73488998413086,3.147721290588379,4.533648490905762
mps-uncap,0.7,13.074874877929688,5.811214447021484,7.96961784362793
mps-uncap,0.1,13.965129852294922,2.4955272674560547,3.3472776412963867
mps-uncap,0.2,13.427257537841797,2.4628639221191406,3.3059120178222656
mps-uncap,0.3,13.228535652160645,2.4361610412597656,3.182649612426758
mps-uncap,0.4,13.044118881225586,2.404451370239258,3.2062530517578125
