mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,196.82511091232317,32.88512706756592,151.2423968315127
mps-uncap,0.9,542.6326751708984,142.4975967407227,246.6892242431641
mps-uncap,1.0,5954.070484638214,82.12141990661618,3850.7337760925293
mps-uncap,0.5,43.35992813110352,12.599973678588835,17.622649669647217
mps-uncap,0.6,54.565608501434326,17.37708330154418,29.39255714416497
mps-uncap,0.7,103.57049703598008,28.42431068420407,40.195870399475176
mps-uncap,0.1,14.881703853607178,1.5828490257263172,2.0646429061889693
mps-uncap,0.2,16.567144393920906,4.622790813446038,2.7401161193847616
mps-uncap,0.3,27.739272117614735,6.970777511596679,8.575730323791483
mps-uncap,0.4,27.270984649658164,8.684864044189437,10.633296966552741
