mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,16.91614389419556,13.814449310302734,17.17259407043458
mps-uncap,0.9,17.460994720458984,14.761114120483398,16.4639949798584
mps-uncap,1.0,15.676999092102053,14.05734062194824,17.70186424255371
mps-uncap,0.5,16.821956634521488,13.0469512939453,14.202237129211426
mps-uncap,0.6,16.892433166503906,13.198485374450684,14.956493377685543
mps-uncap,0.7,17.109382152557373,14.159440994262695,15.189361572265625
mps-uncap,0.1,19.584929943084717,11.092841625213621,13.114778995513916
mps-uncap,0.2,16.46498680114746,11.771228313446041,13.786315917968746
mps-uncap,0.3,16.031460762023922,12.18684196472168,12.947764396667473
mps-uncap,0.4,16.208076477050778,12.530689239501953,13.58311653137207
