mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,22.48692512512207,19.721508026123047,19.72055435180664
mps-uncap,0.9,26.68619155883789,18.178462982177734,19.382953643798828
mps-uncap,1.0,21.773338317871094,16.963481903076172,25.430679321289062
mps-uncap,0.5,18.14436912536621,14.438390731811523,16.400814056396484
mps-uncap,0.6,18.227577209472656,14.178752899169922,17.503738403320312
mps-uncap,0.7,24.087190628051758,20.740985870361328,17.487287521362305
mps-uncap,0.1,20.371198654174805,15.069961547851562,17.3492431640625
mps-uncap,0.2,19.346952438354492,13.227701187133789,15.193700790405273
mps-uncap,0.3,17.451763153076172,13.429403305053711,14.950275421142578
mps-uncap,0.4,18.20850372314453,14.797210693359375,16.051530838012695
