mode,load,0_vgg11-32,1_vgg13-2,2_vgg19-2
mps-uncap,0.8,39.9320125579834,10.508298873901367,16.757607460021973
mps-uncap,0.9,226.37629508972168,27.087926864624023,68.41444969177246
mps-uncap,1.0,3317.0533180236816,20.062685012817383,2039.7868156433105
mps-uncap,0.5,14.907121658325195,3.684520721435547,4.7539472579956055
mps-uncap,0.6,17.63129234313965,4.801034927368164,7.140994071960449
mps-uncap,0.7,21.976828575134277,7.875800132751465,9.679317474365234
mps-uncap,0.1,14.245152473449707,2.5435686111450195,3.3931732177734375
mps-uncap,0.2,13.797879219055176,2.51162052154541,3.359079360961914
mps-uncap,0.3,14.015436172485352,2.497434616088867,3.268003463745117
mps-uncap,0.4,14.191627502441406,2.524852752685547,3.455638885498047
