mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_squeezenet1_0-32
mps-uncap,1.0,803.1908827153487,2114.053238958482,350.55804617960126,2428.1970327076897
