mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,560.1361905805295,1927.2252911185255,1860.9473361990051,2024.2472658250565
