mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,56.23149871826172,15.967369079589844,16.143083572387695,15.471696853637695
