mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,68.43113899230957,24.736404418945312,27.50992774963379,24.7344970703125
