mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,63.861513137817376,21.283578872680664,22.23813533782959,21.166086196899414
