mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,1.1637210845947266,4.641532897949219,14.396905899047852
mps-uncap,0.9,1.5413761138916016,7.37762451171875,18.803715705871582
mps-uncap,1.0,2.4290084838867188,470.99947929382324,133.1406831741333
mps-uncap,0.5,1.0979175567626953,4.216670989990234,12.629032135009766
mps-uncap,0.6,1.0564327239990234,3.776073455810547,11.462926864624023
mps-uncap,0.7,1.0066032409667969,4.071235656738281,13.011932373046875
mps-uncap,0.1,1.1124610900878906,5.973935127258301,17.62223243713379
mps-uncap,0.2,1.1043548583984375,5.916595458984375,17.11106300354004
mps-uncap,0.3,1.0957717895507812,5.768775939941406,13.517379760742188
mps-uncap,0.4,1.1053085327148438,5.051612854003906,13.212919235229492
