mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,5.71222305297852,19.290618896484393,58.76275062561036
mps-uncap,0.9,12.581098079681418,37.745494842529304,81.59363269805908
mps-uncap,1.0,14.743843078613288,1238.7063813209534,664.2713356018066
mps-uncap,0.5,3.931033611297605,15.428972244262697,38.58195304870603
mps-uncap,0.6,4.061794281005861,13.691234588623063,40.621507167816176
mps-uncap,0.7,3.9605283737182626,17.006623744964603,49.235486984252944
mps-uncap,0.1,1.9669580459594727,14.273679256439197,32.84000873565673
mps-uncap,0.2,2.288343906402588,17.693018913269054,37.86414146423337
mps-uncap,0.3,2.7466011047363286,19.311819076538075,37.12640047073376
mps-uncap,0.4,3.246707916259759,16.52519702911373,36.698615550994795
