mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,0.7915496826171875,2.6483535766601562,10.19144058227539
mps-uncap,0.9,0.8432865142822266,2.87020206451416,10.416865348815918
mps-uncap,1.0,0.8471012115478516,3.170013427734375,11.981487274169922
mps-uncap,0.5,0.965118408203125,3.008127212524414,9.885311126708984
mps-uncap,0.6,0.8726119995117188,2.560853958129883,9.491324424743652
mps-uncap,0.7,0.7860660552978516,2.6552677154541016,9.983062744140625
mps-uncap,0.1,1.049041748046875,5.807995796203613,17.470121383666992
mps-uncap,0.2,1.0139942169189453,5.644559860229492,15.083789825439453
mps-uncap,0.3,0.9853839874267578,4.616022109985352,12.544393539428711
mps-uncap,0.4,0.9722709655761719,3.9606094360351562,12.000083923339844
