mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,8.023500442504883,25.545120239257812,77.01659202575684
mps-uncap,0.9,21.978378295898438,53.76887321472168,107.50341415405273
mps-uncap,1.0,21.159887313842773,1290.0373935699463,734.6692085266113
mps-uncap,0.5,5.916595458984375,20.74289321899414,55.00173568725586
mps-uncap,0.6,7.623910903930664,19.067764282226562,56.14638328552246
mps-uncap,0.7,5.575656890869141,31.56113624572754,55.617570877075195
mps-uncap,0.1,1.9145011901855469,15.868663787841797,23.70476722717285
mps-uncap,0.2,2.9594898223876953,23.247480392456055,36.161184310913086
mps-uncap,0.3,3.8805007934570312,31.447410583496094,43.49565505981445
mps-uncap,0.4,4.353761672973633,22.2322940826416,38.89298439025879
