mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,0.0069141387939453125,0.00858306884765625,0.010728836059570312
mps-uncap,0.9,0.0069141387939453125,0.00858306884765625,0.010967254638671875
mps-uncap,1.0,0.00667572021484375,0.011920928955078125,0.011682510375976562
mps-uncap,0.5,0.00762939453125,0.008344650268554688,0.010967254638671875
mps-uncap,0.6,0.007152557373046875,0.007867813110351562,0.009298324584960938
mps-uncap,0.7,0.007152557373046875,0.008106231689453125,0.00858306884765625
mps-uncap,0.1,0.008344650268554688,0.010967254638671875,0.012874603271484375
mps-uncap,0.2,0.008106231689453125,0.010728836059570312,0.011920928955078125
mps-uncap,0.3,0.00762939453125,0.010013580322265625,0.012159347534179688
mps-uncap,0.4,0.00762939453125,0.008821487426757812,0.0095367431640625
