mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,0.9953975677490234,3.0515193939208984,11.750268936157227
mps-uncap,0.9,1.0344982147216797,3.3037662506103516,11.43026351928711
mps-uncap,1.0,1.0093212127685551,3.4236907958984375,12.69667148590088
mps-uncap,0.5,1.0766983032226562,4.125237464904785,13.187170028686523
mps-uncap,0.6,1.035928726196289,3.8840770721435547,12.101411819458008
mps-uncap,0.7,0.9477138519287109,3.2515525817871094,11.589479446411133
mps-uncap,0.1,1.169443130493164,6.260871887207031,18.432188034057617
mps-uncap,0.2,1.15966796875,6.193208694458008,17.87548065185547
mps-uncap,0.3,1.1394023895263672,5.850887298583984,17.06385612487793
mps-uncap,0.4,1.1119842529296875,5.281925201416016,13.791322708129883
