mode,load,0_alexnet-2,1_mobilenet_v3_small-16,2_resnet152-4
mps-uncap,0.8,1595.6888743107963,4118.1253254432195,251.1922188360132
mps-uncap,0.9,1766.2951749835884,4585.59040179509,285.4456440797486
mps-uncap,1.0,1940.516117888197,5120.592782603552,328.41765031570606
mps-uncap,0.5,973.7618723457492,2569.8594980503417,156.60399036712712
mps-uncap,0.6,1186.7044726788538,3060.9732474098346,190.1104895956898
mps-uncap,0.7,1384.379679051864,3617.701282237706,229.0666129052804
mps-uncap,0.1,205.3956588957174,527.3897523906186,31.7334977803869
mps-uncap,0.2,404.67441900126244,1035.9638635156407,64.14824114931096
mps-uncap,0.3,587.762190554103,1539.203745565424,98.98572327793208
mps-uncap,0.4,813.0913923549352,2042.655076907841,128.5303837793192
