mode,load,0_inception_v3-8,1_resnet152-8,2_vgg16-32
mps-uncap,0.8,386.3499164581299,411.5276336669922,213.29760551452637
mps-uncap,0.9,406.80932998657227,678.0638694763184,299.15308952331543
mps-uncap,1.0,2685.0745677948,828.2785415649414,637.9508972167969
mps-uncap,0.5,82.42368698120117,217.2706127166748,75.67071914672852
mps-uncap,0.6,155.57384490966797,181.71095848083496,153.52845191955566
mps-uncap,0.7,219.72942352294922,198.5325813293457,148.78177642822266
mps-uncap,0.1,32.47380256652832,44.26288604736328,34.31344032287598
mps-uncap,0.2,36.414384841918945,58.45046043395996,57.87539482116699
mps-uncap,0.3,56.49065971374512,60.38689613342285,63.61246109008789
mps-uncap,0.4,58.516502380371094,87.69774436950684,74.72872734069824
