mode,load,0_inception_v3-8,1_resnet152-8,2_vgg16-32
mps-uncap,0.8,0.01239776611328125,0.013113021850585938,0.011920928955078125
mps-uncap,0.9,0.011920928955078125,0.011920928955078125,0.012636184692382812
mps-uncap,1.0,0.013113021850585938,0.012874603271484375,0.013113021850585938
mps-uncap,0.5,0.01430511474609375,0.011920928955078125,0.010251998901367188
mps-uncap,0.6,0.011444091796875,0.012159347534179688,0.010967254638671875
mps-uncap,0.7,0.012159347534179688,0.013589859008789062,0.012874603271484375
mps-uncap,0.1,0.026464462280273438,0.03743171691894531,0.020503997802734375
mps-uncap,0.2,0.011920928955078125,0.013113021850585938,0.01239776611328125
mps-uncap,0.3,0.011920928955078125,0.015735626220703125,0.011920928955078125
mps-uncap,0.4,0.017404556274414062,0.021219253540039062,0.010967254638671875
