mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,265.69900751113914,126.92737579345601,46.26410722732544
mps-uncap,0.9,328.10939788818365,77.64065742492646,41.22260093688965
mps-uncap,1.0,917.1047210693359,261.13914251327486,136.94463014602644
mps-uncap,0.5,119.64627027511594,24.823298454284664,15.896844863891591
mps-uncap,0.6,125.53739547729492,29.151027202606198,21.60718917846681
mps-uncap,0.7,230.9589982032776,34.35719490051272,23.70266914367676
mps-uncap,0.1,44.9601411819458,13.020515441894538,7.646181583404542
mps-uncap,0.2,59.50307369232178,14.875030517578125,8.686041831970213
mps-uncap,0.3,68.68758201599107,15.223007202148438,11.565351486206046
mps-uncap,0.4,84.7132730484009,20.098338127136234,13.004608154296864
