mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,36.53299808502197,4.1561126708984375,1.692056655883789
mps-uncap,0.9,51.630496978759766,8.287191390991211,2.4912357330322266
mps-uncap,1.0,261.32357120513916,24.845361709594727,20.004749298095703
mps-uncap,0.5,0.05817413330078125,0.04601478576660156,0.04410743713378906
mps-uncap,0.6,0.06866455078125,0.047206878662109375,0.04315376281738281
mps-uncap,0.7,14.62411880493164,0.049591064453125,0.0476837158203125
mps-uncap,0.1,0.06318092346191406,0.0591278076171875,0.05054473876953125
mps-uncap,0.2,0.058650970458984375,0.05245208740234375,0.046253204345703125
mps-uncap,0.3,0.05793571472167969,0.048160552978515625,0.0438690185546875
mps-uncap,0.4,0.06222724914550781,0.04935264587402344,0.044345855712890625
