mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,38.94764423370361,14.518346786499023,10.729484558105469
mps-uncap,0.9,40.66391468048096,14.150059223175043,9.652414321899412
mps-uncap,1.0,40.96673250198364,13.84515762329101,10.679893493652335
mps-uncap,0.5,37.189648151397705,13.65007400512695,9.867763519287104
mps-uncap,0.6,37.98794746398926,13.998475074768066,10.094704627990723
mps-uncap,0.7,39.896607398986816,13.388204574584964,10.07601261138916
mps-uncap,0.1,31.854987144470215,12.106375694274906,7.604529857635499
mps-uncap,0.2,34.7368860244751,12.660918235778809,8.12264442443847
mps-uncap,0.3,35.128364562988274,12.766780853271484,9.28974151611328
mps-uncap,0.4,36.37825965881348,13.549261093139648,9.546217918395989
