mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,0.014066696166992188,0.009059906005859375,0.009775161743164062
mps-uncap,0.9,0.0152587890625,0.01049041748046875,0.009775161743164062
mps-uncap,1.0,0.014543533325195312,0.01049041748046875,0.00762939453125
mps-uncap,0.5,0.013589859008789062,0.010013580322265625,0.009059906005859375
mps-uncap,0.6,0.01430511474609375,0.010013580322265625,0.008821487426757812
mps-uncap,0.7,0.0133514404296875,0.010013580322265625,0.0095367431640625
mps-uncap,0.1,0.015974044799804688,0.012159347534179688,0.011205673217773438
mps-uncap,0.2,0.014543533325195312,0.011682510375976562,0.01049041748046875
mps-uncap,0.3,0.013828277587890625,0.010728836059570312,0.010728836059570312
mps-uncap,0.4,0.014781951904296875,0.010728836059570312,0.010251998901367188
