mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,231.09823465347296,119.70296859741077,40.06727218627931
mps-uncap,0.9,290.80543041229254,69.05856370925902,37.111372947692864
mps-uncap,1.0,877.3571610450745,251.63749456405608,130.48907756805417
mps-uncap,0.5,84.38497543334961,17.145357131957986,10.958290100097642
mps-uncap,0.6,91.77589416503906,21.504383087158203,16.588997840881362
mps-uncap,0.7,195.45720815658547,26.21673583984375,18.404052257537856
mps-uncap,0.1,17.27890968322754,5.602865219116215,2.1155095100402868
mps-uncap,0.2,30.432586669921875,7.593126296997068,3.6684417724609197
mps-uncap,0.3,39.23452377319312,8.828620910644533,6.254863739013671
mps-uncap,0.4,50.358858108520515,12.495334148406986,7.781195640563964
