mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,35.849809646606445,7.312774658203125,4.456758499145508
mps-uncap,0.9,37.71662712097168,7.433772087097168,4.299640655517578
mps-uncap,1.0,39.61348533630371,7.62939453125,5.023956298828125
mps-uncap,0.5,31.43751621246338,5.64885139465332,2.925872802734375
mps-uncap,0.6,32.28425979614258,5.918741226196289,2.978086471557617
mps-uncap,0.7,33.66100788116455,6.243467330932617,3.3327341079711914
mps-uncap,0.1,27.89592742919922,5.976676940917969,2.9572248458862305
mps-uncap,0.2,28.42700481414795,5.851268768310547,2.8793811798095703
mps-uncap,0.3,29.855966567993164,5.673646926879883,2.9196739196777344
mps-uncap,0.4,30.1511287689209,5.791306495666504,2.9082298278808594
