mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,137.2833013534546,28.72481346130371,15.18547534942627
mps-uncap,0.9,168.9660549163819,39.020061492919915,15.964746475219727
mps-uncap,1.0,699.6704578399658,118.3081865310669,69.7816848754883
mps-uncap,0.5,34.753966331481934,6.355047225952148,3.6611557006835938
mps-uncap,0.6,49.33738708496094,9.50005054473877,6.518888473510743
mps-uncap,0.7,79.26082611083984,12.12882995605469,8.299994468688968
mps-uncap,0.1,0.07104873657226562,0.07245540618896484,0.07131099700927734
mps-uncap,0.2,8.20605754852295,1.7858505249023495,0.07514953613281257
mps-uncap,0.3,15.737009048461914,3.227424621582033,1.2857913970947266
mps-uncap,0.4,25.001859664917,5.008578300476076,2.2280693054199237
