mode,load,0_efficientnet_b5-32,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,0.8,174.881410598755,37.265300750732436,20.677399635314938
mps-uncap,0.9,207.59649276733398,47.19774723052978,21.006441116333004
mps-uncap,1.0,739.240288734436,127.02465057373047,75.51679611206056
mps-uncap,0.5,65.8838987350464,13.925600051879883,8.973121643066406
mps-uncap,0.6,82.33928680419922,17.553544044494632,11.272001266479505
mps-uncap,0.7,113.67082595825195,19.550848007202152,13.588690757751467
mps-uncap,0.1,30.230045318603516,6.79316520690918,3.530597686767578
mps-uncap,0.2,36.26873493194579,9.07511711120606,4.586601257324219
mps-uncap,0.3,44.66218948364257,10.537338256835938,6.582498550415039
mps-uncap,0.4,55.45969009399417,12.501430511474611,7.746124267578127
