mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_mobilenet_v3_large-4
mig,1.0,3.606557846069336,3.572702407836914,3.604888916015625,4.097700119018555
