mode,load,0_alexnet-2,1_efficientnet_b6-8,2_vgg16-2
mps-uncap,0.8,1.5523433685302734,24.074316024780273,3.8416385650634766
mps-uncap,0.9,1.6384124755859375,24.6096134185791,4.12907600402832
mps-uncap,1.0,1.7559528350830078,25.7171630859375,4.392862319946289
mps-uncap,0.5,1.3287067413330078,19.629621505737305,3.3251762390136723
mps-uncap,0.6,1.4109611511230469,20.524978637695312,3.6118745803833012
mps-uncap,0.7,1.428365707397461,22.267484664916992,3.7973880767822266
mps-uncap,0.1,1.2363195419311523,25.304365158081055,2.451181411743164
mps-uncap,0.2,1.2710094451904297,24.583816528320312,2.8920650482177734
mps-uncap,0.3,1.284313201904297,22.45945930480958,3.0548095703125004
mps-uncap,0.4,1.2955665588378906,19.431304931640625,3.197002410888672
