mode,load,0_alexnet-2,1_efficientnet_b6-8,2_vgg16-2
mps-uncap,0.8,1.0488033294677734,19.67644691467285,2.9478073120117188
mps-uncap,0.9,1.170516014099121,21.939992904663086,3.2689571380615234
mps-uncap,1.0,1.3580322265625,24.872422218322754,3.599882125854492
mps-uncap,0.5,1.0197162628173828,16.485095024108887,2.3212432861328125
mps-uncap,0.6,1.0514259338378906,16.654372215270996,2.4957656860351562
mps-uncap,0.7,1.0442733764648438,17.627596855163574,2.6712417602539062
mps-uncap,0.1,1.086592674255371,23.89359474182129,2.1353960037231445
mps-uncap,0.2,1.1019706726074219,17.962217330932617,2.1524429321289062
mps-uncap,0.3,1.0645389556884766,17.087697982788086,2.171039581298828
mps-uncap,0.4,1.0325908660888672,16.94798469543457,2.2552013397216797
