mode,load,0_alexnet-2,1_efficientnet_b6-8,2_vgg16-2
mps-uncap,0.8,0.5524158477783203,12.13216781616211,1.9183158874511719
mps-uncap,0.9,0.5548000335693359,12.367963790893555,1.9145011901855469
mps-uncap,1.0,0.5559921264648438,11.887311935424805,1.9710063934326172
mps-uncap,0.5,0.5540847778320312,11.43026351928711,1.9164085388183594
mps-uncap,0.6,0.5526542663574219,11.657476425170898,1.9199848175048828
mps-uncap,0.7,0.5550384521484375,11.656761169433594,1.9216537475585938
mps-uncap,0.1,0.5593299865722656,11.640787124633789,1.9268989562988281
mps-uncap,0.2,0.553131103515625,11.527061462402344,1.9223690032958984
mps-uncap,0.3,0.5521774291992188,11.519670486450195,1.9240379333496094
mps-uncap,0.4,0.5552768707275391,11.521577835083008,1.9218921661376953
