mode,load,0_alexnet-2,1_efficientnet_b6-8,2_vgg16-2
mps-uncap,0.8,2.848386764526367,26.911258697509766,5.043983459472656
mps-uncap,0.9,6.360769271850586,27.534008026123047,5.264520645141602
mps-uncap,1.0,2.847909927368164,28.301239013671875,5.385398864746094
mps-uncap,0.5,2.2668838500976562,25.432586669921875,4.662275314331055
mps-uncap,0.6,2.4454593658447266,25.496959686279297,5.007743835449219
mps-uncap,0.7,2.822399139404297,26.032686233520508,6.083965301513672
mps-uncap,0.1,2.0956993103027344,28.23495864868164,4.300117492675781
mps-uncap,0.2,2.170085906982422,25.38776397705078,4.635810852050781
mps-uncap,0.3,2.320528030395508,27.178525924682617,4.562854766845703
mps-uncap,0.4,2.2916793823242188,27.558088302612305,4.736661911010742
