mode,load,0_alexnet-2,1_efficientnet_b6-8,2_vgg16-2
mps-uncap,0.8,0.5638599395751953,12.607812881469727,1.9345283508300781
mps-uncap,0.9,0.5662441253662109,12.394905090332031,1.9297599792480469
mps-uncap,1.0,0.5695819854736328,15.301704406738281,1.9826889038085938
mps-uncap,0.5,0.5643367767333984,11.577844619750977,1.93023681640625
mps-uncap,0.6,0.5657672882080078,11.88039779663086,1.9309520721435547
mps-uncap,0.7,0.5669593811035156,11.964082717895508,1.939535140991211
mps-uncap,0.1,0.5702972412109375,11.681318283081055,1.9397735595703125
mps-uncap,0.2,0.5643367767333984,11.641263961791992,1.9347667694091797
mps-uncap,0.3,0.5631446838378906,11.549234390258789,1.9390583038330078
mps-uncap,0.4,0.5679130554199219,11.844873428344727,1.935720443725586
